year,age,mQx,fQx
1900,0,0.14596,0
1900,1,0.03814,1
1900,2,0.01958,2
1900,3,0.01353,3
1900,4,0.01080,4
1900,5,0.00794,5
1900,6,0.00570,6
1900,7,0.00407,7
1900,8,0.00305,8
1900,9,0.00256,9
1900,10,0.00248,10
1900,11,0.00267,11
1900,12,0.00294,12
1900,13,0.00315,13
1900,14,0.00336,14
1900,15,0.00367,15
1900,16,0.00415,16
1900,17,0.00468,17
1900,18,0.00523,18
1900,19,0.00580,19
1900,20,0.00642,20
1900,21,0.00702,21
1900,22,0.00745,22
1900,23,0.00762,23
1900,24,0.00761,24
1900,25,0.00753,25
1900,26,0.00750,26
1900,27,0.00756,27
1900,28,0.00776,28
1900,29,0.00806,29
1900,30,0.00838,30
1900,31,0.00867,31
1900,32,0.00894,32
1900,33,0.00917,33
1900,34,0.00938,34
1900,35,0.00960,35
1900,36,0.00985,36
1900,37,0.01008,37
1900,38,0.01029,38
1900,39,0.01051,39
1900,40,0.01074,40
1900,41,0.01102,41
1900,42,0.01134,42
1900,43,0.01172,43
1900,44,0.01217,44
1900,45,0.01268,45
1900,46,0.01324,46
1900,47,0.01383,47
1900,48,0.01446,48
1900,49,0.01515,49
1900,50,0.01589,50
1900,51,0.01673,51
1900,52,0.01771,52
1900,53,0.01884,53
1900,54,0.02011,54
1900,55,0.02154,55
1900,56,0.02307,56
1900,57,0.02459,57
1900,58,0.02609,58
1900,59,0.02762,59
1900,60,0.02930,60
1900,61,0.03123,61
1900,62,0.03340,62
1900,63,0.03584,63
1900,64,0.03858,64
1900,65,0.04159,65
1900,66,0.04488,66
1900,67,0.04852,67
1900,68,0.05253,68
1900,69,0.05691,69
1900,70,0.06182,70
1900,71,0.06714,71
1900,72,0.07254,72
1900,73,0.07793,73
1900,74,0.08354,74
1900,75,0.08945,75
1900,76,0.09618,76
1900,77,0.10426,77
1900,78,0.11400,78
1900,79,0.12504,79
1900,80,0.13692,80
1900,81,0.14905,81
1900,82,0.16118,82
1900,83,0.17303,83
1900,84,0.18486,84
1900,85,0.19707,85
1900,86,0.20998,86
1900,87,0.22376,87
1900,88,0.23841,88
1900,89,0.25378,89
1900,90,0.26970,90
1900,91,0.28598,91
1900,92,0.30241,92
1900,93,0.31883,93
1900,94,0.33510,94
1900,95,0.35212,95
1900,96,0.36994,96
1900,97,0.38858,97
1900,98,0.40809,98
1900,99,0.42850,99
1900,100,0.44992,100
1900,101,0.47242,101
1900,102,0.49604,102
1900,103,0.52084,103
1900,104,0.54688,104
1900,105,0.57423,105
1900,106,0.60294,106
1900,107,0.63308,107
1900,108,0.66474,108
1900,109,0.69797,109
1900,110,0.73287,110
1900,111,0.76952,111
1900,112,0.80799,112
1900,113,0.84839,113
1900,114,0.89081,114
1900,115,0.93535,115
1900,116,0.98212,116
1900,117,1.00000,117
1900,118,1.00000,118
1900,119,1.00000,119
1910,0,0.12006,0
1910,1,0.02729,1
1910,2,0.01407,2
1910,3,0.00976,3
1910,4,0.00779,4
1910,5,0.00581,5
1910,6,0.00426,6
1910,7,0.00314,7
1910,8,0.00245,8
1910,9,0.00213,9
1910,10,0.00211,10
1910,11,0.00226,11
1910,12,0.00248,12
1910,13,0.00265,13
1910,14,0.00282,14
1910,15,0.00306,15
1910,16,0.00342,16
1910,17,0.00383,17
1910,18,0.00427,18
1910,19,0.00473,19
1910,20,0.00524,20
1910,21,0.00574,21
1910,22,0.00609,22
1910,23,0.00624,23
1910,24,0.00625,24
1910,25,0.00620,25
1910,26,0.00621,26
1910,27,0.00629,27
1910,28,0.00650,28
1910,29,0.00680,29
1910,30,0.00713,30
1910,31,0.00744,31
1910,32,0.00773,32
1910,33,0.00798,33
1910,34,0.00821,34
1910,35,0.00844,35
1910,36,0.00871,36
1910,37,0.00902,37
1910,38,0.00938,38
1910,39,0.00979,39
1910,40,0.01023,40
1910,41,0.01068,41
1910,42,0.01115,42
1910,43,0.01163,43
1910,44,0.01213,44
1910,45,0.01270,45
1910,46,0.01331,46
1910,47,0.01386,47
1910,48,0.01433,48
1910,49,0.01478,49
1910,50,0.01524,50
1910,51,0.01584,51
1910,52,0.01671,52
1910,53,0.01791,53
1910,54,0.01938,54
1910,55,0.02103,55
1910,56,0.02274,56
1910,57,0.02446,57
1910,58,0.02613,58
1910,59,0.02781,59
1910,60,0.02968,60
1910,61,0.03177,61
1910,62,0.03397,62
1910,63,0.03629,63
1910,64,0.03879,64
1910,65,0.04151,65
1910,66,0.04457,66
1910,67,0.04808,67
1910,68,0.05213,68
1910,69,0.05668,69
1910,70,0.06173,70
1910,71,0.06714,71
1910,72,0.07269,72
1910,73,0.07831,73
1910,74,0.08416,74
1910,75,0.09027,75
1910,76,0.09706,76
1910,77,0.10502,77
1910,78,0.11440,78
1910,79,0.12486,79
1910,80,0.13627,80
1910,81,0.14785,81
1910,82,0.15885,82
1910,83,0.16887,83
1910,84,0.17847,84
1910,85,0.18850,85
1910,86,0.19968,86
1910,87,0.21239,87
1910,88,0.22672,88
1910,89,0.24248,89
1910,90,0.25938,90
1910,91,0.27712,91
1910,92,0.29536,92
1910,93,0.31383,93
1910,94,0.33228,94
1910,95,0.35123,95
1910,96,0.37065,96
1910,97,0.39048,97
1910,98,0.41070,98
1910,99,0.43123,99
1910,100,0.45279,100
1910,101,0.47543,101
1910,102,0.49920,102
1910,103,0.52416,103
1910,104,0.55037,104
1910,105,0.57789,105
1910,106,0.60678,106
1910,107,0.63712,107
1910,108,0.66898,108
1910,109,0.70243,109
1910,110,0.73755,110
1910,111,0.77443,111
1910,112,0.81315,112
1910,113,0.85381,113
1910,114,0.89650,114
1910,115,0.94132,115
1910,116,0.98839,116
1910,117,1.00000,117
1910,118,1.00000,118
1910,119,1.00000,119
1920,0,0.08594,0
1920,1,0.01885,1
1920,2,0.00979,2
1920,3,0.00682,3
1920,4,0.00546,4
1920,5,0.00438,5
1920,6,0.00354,6
1920,7,0.00292,7
1920,8,0.00249,8
1920,9,0.00225,9
1920,10,0.00216,10
1920,11,0.00220,11
1920,12,0.00236,12
1920,13,0.00261,13
1920,14,0.00294,14
1920,15,0.00334,15
1920,16,0.00378,16
1920,17,0.00418,17
1920,18,0.00451,18
1920,19,0.00479,19
1920,20,0.00507,20
1920,21,0.00537,21
1920,22,0.00558,22
1920,23,0.00567,23
1920,24,0.00569,24
1920,25,0.00566,25
1920,26,0.00566,26
1920,27,0.00575,27
1920,28,0.00596,28
1920,29,0.00626,29
1920,30,0.00660,30
1920,31,0.00689,31
1920,32,0.00714,32
1920,33,0.00729,33
1920,34,0.00739,34
1920,35,0.00748,35
1920,36,0.00760,36
1920,37,0.00773,37
1920,38,0.00788,38
1920,39,0.00804,39
1920,40,0.00823,40
1920,41,0.00845,41
1920,42,0.00871,42
1920,43,0.00904,43
1920,44,0.00942,44
1920,45,0.00986,45
1920,46,0.01036,46
1920,47,0.01089,47
1920,48,0.01147,48
1920,49,0.01210,49
1920,50,0.01279,50
1920,51,0.01357,51
1920,52,0.01448,52
1920,53,0.01554,53
1920,54,0.01673,54
1920,55,0.01809,55
1920,56,0.01954,56
1920,57,0.02092,57
1920,58,0.02219,58
1920,59,0.02344,59
1920,60,0.02481,60
1920,61,0.02647,61
1920,62,0.02850,62
1920,63,0.03099,63
1920,64,0.03390,64
1920,65,0.03714,65
1920,66,0.04063,66
1920,67,0.04437,67
1920,68,0.04834,68
1920,69,0.05258,69
1920,70,0.05728,70
1920,71,0.06241,71
1920,72,0.06779,72
1920,73,0.07339,73
1920,74,0.07934,74
1920,75,0.08558,75
1920,76,0.09246,76
1920,77,0.10049,77
1920,78,0.10989,78
1920,79,0.12035,79
1920,80,0.13169,80
1920,81,0.14321,81
1920,82,0.15428,82
1920,83,0.16454,83
1920,84,0.17446,84
1920,85,0.18477,85
1920,86,0.19607,86
1920,87,0.20869,87
1920,88,0.22270,88
1920,89,0.23793,89
1920,90,0.25413,90
1920,91,0.27101,91
1920,92,0.28830,92
1920,93,0.30575,93
1920,94,0.32315,94
1920,95,0.34109,95
1920,96,0.35956,96
1920,97,0.37852,97
1920,98,0.39797,98
1920,99,0.41787,99
1920,100,0.43877,100
1920,101,0.46070,101
1920,102,0.48374,102
1920,103,0.50793,103
1920,104,0.53332,104
1920,105,0.55999,105
1920,106,0.58799,106
1920,107,0.61739,107
1920,108,0.64826,108
1920,109,0.68067,109
1920,110,0.71470,110
1920,111,0.75044,111
1920,112,0.78796,112
1920,113,0.82736,113
1920,114,0.86872,114
1920,115,0.91216,115
1920,116,0.95777,116
1920,117,1.00000,117
1920,118,1.00000,118
1920,119,1.00000,119
1930,0,0.06495,0
1930,1,0.01090,1
1930,2,0.00576,2
1930,3,0.00406,3
1930,4,0.00326,4
1930,5,0.00274,5
1930,6,0.00233,6
1930,7,0.00201,7
1930,8,0.00178,8
1930,9,0.00162,9
1930,10,0.00153,10
1930,11,0.00153,11
1930,12,0.00161,12
1930,13,0.00179,13
1930,14,0.00204,14
1930,15,0.00234,15
1930,16,0.00265,16
1930,17,0.00295,17
1930,18,0.00323,18
1930,19,0.00348,19
1930,20,0.00374,20
1930,21,0.00400,21
1930,22,0.00420,22
1930,23,0.00431,23
1930,24,0.00436,24
1930,25,0.00439,25
1930,26,0.00444,26
1930,27,0.00451,27
1930,28,0.00461,28
1930,29,0.00475,29
1930,30,0.00491,30
1930,31,0.00507,31
1930,32,0.00525,32
1930,33,0.00543,33
1930,34,0.00562,34
1930,35,0.00583,35
1930,36,0.00608,36
1930,37,0.00638,37
1930,38,0.00674,38
1930,39,0.00715,39
1930,40,0.00762,40
1930,41,0.00811,41
1930,42,0.00860,42
1930,43,0.00909,43
1930,44,0.00959,44
1930,45,0.01013,45
1930,46,0.01073,46
1930,47,0.01141,47
1930,48,0.01218,48
1930,49,0.01304,49
1930,50,0.01398,50
1930,51,0.01499,51
1930,52,0.01601,52
1930,53,0.01703,53
1930,54,0.01808,54
1930,55,0.01922,55
1930,56,0.02049,56
1930,57,0.02194,57
1930,58,0.02357,58
1930,59,0.02539,59
1930,60,0.02740,60
1930,61,0.02956,61
1930,62,0.03183,62
1930,63,0.03419,63
1930,64,0.03670,64
1930,65,0.03945,65
1930,66,0.04250,66
1930,67,0.04580,67
1930,68,0.04938,68
1930,69,0.05326,69
1930,70,0.05752,70
1930,71,0.06217,71
1930,72,0.06724,72
1930,73,0.07276,73
1930,74,0.07875,74
1930,75,0.08509,75
1930,76,0.09191,76
1930,77,0.09949,77
1930,78,0.10794,78
1930,79,0.11710,79
1930,80,0.12717,80
1930,81,0.13755,81
1930,82,0.14736,82
1930,83,0.15622,83
1930,84,0.16476,84
1930,85,0.17388,85
1930,86,0.18436,86
1930,87,0.19664,87
1930,88,0.21085,88
1930,89,0.22683,89
1930,90,0.24430,90
1930,91,0.26295,91
1930,92,0.28247,92
1930,93,0.30257,93
1930,94,0.32300,94
1930,95,0.34368,95
1930,96,0.36448,96
1930,97,0.38526,97
1930,98,0.40587,98
1930,99,0.42617,99
1930,100,0.44748,100
1930,101,0.46985,101
1930,102,0.49334,102
1930,103,0.51801,103
1930,104,0.54391,104
1930,105,0.57111,105
1930,106,0.59966,106
1930,107,0.62964,107
1930,108,0.66113,108
1930,109,0.69418,109
1930,110,0.72889,110
1930,111,0.76534,111
1930,112,0.80360,112
1930,113,0.84378,113
1930,114,0.88597,114
1930,115,0.93027,115
1930,116,0.97678,116
1930,117,1.00000,117
1930,118,1.00000,118
1930,119,1.00000,119
1940,0,0.05286,0
1940,1,0.00579,1
1940,2,0.00301,2
1940,3,0.00200,3
1940,4,0.00167,4
1940,5,0.00147,5
1940,6,0.00132,6
1940,7,0.00120,7
1940,8,0.00111,8
1940,9,0.00105,9
1940,10,0.00102,10
1940,11,0.00103,11
1940,12,0.00108,12
1940,13,0.00120,13
1940,14,0.00136,14
1940,15,0.00154,15
1940,16,0.00172,16
1940,17,0.00191,17
1940,18,0.00209,18
1940,19,0.00226,19
1940,20,0.00244,20
1940,21,0.00262,21
1940,22,0.00276,22
1940,23,0.00284,23
1940,24,0.00289,24
1940,25,0.00292,25
1940,26,0.00297,26
1940,27,0.00304,27
1940,28,0.00314,28
1940,29,0.00326,29
1940,30,0.00340,30
1940,31,0.00355,31
1940,32,0.00371,32
1940,33,0.00388,33
1940,34,0.00407,34
1940,35,0.00428,35
1940,36,0.00452,36
1940,37,0.00481,37
1940,38,0.00514,38
1940,39,0.00552,39
1940,40,0.00595,40
1940,41,0.00642,41
1940,42,0.00691,42
1940,43,0.00744,43
1940,44,0.00799,44
1940,45,0.00860,45
1940,46,0.00927,46
1940,47,0.01002,47
1940,48,0.01087,48
1940,49,0.01180,49
1940,50,0.01281,50
1940,51,0.01388,51
1940,52,0.01501,52
1940,53,0.01619,53
1940,54,0.01743,54
1940,55,0.01878,55
1940,56,0.02023,56
1940,57,0.02173,57
1940,58,0.02326,58
1940,59,0.02487,59
1940,60,0.02663,60
1940,61,0.02858,61
1940,62,0.03067,62
1940,63,0.03293,63
1940,64,0.03539,64
1940,65,0.03812,65
1940,66,0.04113,66
1940,67,0.04441,67
1940,68,0.04797,68
1940,69,0.05185,69
1940,70,0.05611,70
1940,71,0.06081,71
1940,72,0.06599,72
1940,73,0.07167,73
1940,74,0.07788,74
1940,75,0.08449,75
1940,76,0.09161,76
1940,77,0.09945,77
1940,78,0.10808,78
1940,79,0.11738,79
1940,80,0.12749,80
1940,81,0.13799,81
1940,82,0.14824,82
1940,83,0.15802,83
1940,84,0.16772,84
1940,85,0.17798,85
1940,86,0.18932,86
1940,87,0.20203,87
1940,88,0.21619,88
1940,89,0.23168,89
1940,90,0.24830,90
1940,91,0.26585,91
1940,92,0.28409,92
1940,93,0.30282,93
1940,94,0.32187,94
1940,95,0.34128,95
1940,96,0.36099,96
1940,97,0.38090,97
1940,98,0.40092,98
1940,99,0.42097,99
1940,100,0.44202,100
1940,101,0.46412,101
1940,102,0.48733,102
1940,103,0.51169,103
1940,104,0.53728,104
1940,105,0.56414,105
1940,106,0.59235,106
1940,107,0.62196,107
1940,108,0.65306,108
1940,109,0.68572,109
1940,110,0.72000,110
1940,111,0.75600,111
1940,112,0.79380,112
1940,113,0.83349,113
1940,114,0.87517,114
1940,115,0.91892,115
1940,116,0.96487,116
1940,117,1.00000,117
1940,118,1.00000,118
1940,119,1.00000,119
1950,0,0.03279,0
1950,1,0.00245,1
1950,2,0.00141,2
1950,3,0.00115,3
1950,4,0.00086,4
1950,5,0.00079,5
1950,6,0.00074,6
1950,7,0.00070,7
1950,8,0.00066,8
1950,9,0.00062,9
1950,10,0.00060,10
1950,11,0.00060,11
1950,12,0.00065,12
1950,13,0.00077,13
1950,14,0.00093,14
1950,15,0.00111,15
1950,16,0.00128,16
1950,17,0.00144,17
1950,18,0.00157,18
1950,19,0.00168,19
1950,20,0.00180,20
1950,21,0.00192,21
1950,22,0.00199,22
1950,23,0.00201,23
1950,24,0.00199,24
1950,25,0.00196,25
1950,26,0.00194,26
1950,27,0.00195,27
1950,28,0.00198,28
1950,29,0.00205,29
1950,30,0.00213,30
1950,31,0.00223,31
1950,32,0.00234,32
1950,33,0.00248,33
1950,34,0.00264,34
1950,35,0.00282,35
1950,36,0.00304,36
1950,37,0.00330,37
1950,38,0.00361,38
1950,39,0.00396,39
1950,40,0.00436,40
1950,41,0.00479,41
1950,42,0.00527,42
1950,43,0.00578,43
1950,44,0.00633,44
1950,45,0.00693,45
1950,46,0.00759,46
1950,47,0.00832,47
1950,48,0.00912,48
1950,49,0.00999,49
1950,50,0.01094,50
1950,51,0.01195,51
1950,52,0.01303,52
1950,53,0.01419,53
1950,54,0.01541,54
1950,55,0.01672,55
1950,56,0.01811,56
1950,57,0.01961,57
1950,58,0.02120,58
1950,59,0.02290,59
1950,60,0.02476,60
1950,61,0.02673,61
1950,62,0.02871,62
1950,63,0.03068,63
1950,64,0.03269,64
1950,65,0.03487,65
1950,66,0.03732,66
1950,67,0.04008,67
1950,68,0.04320,68
1950,69,0.04667,69
1950,70,0.05046,70
1950,71,0.05456,71
1950,72,0.05899,72
1950,73,0.06378,73
1950,74,0.06893,74
1950,75,0.07458,75
1950,76,0.08066,76
1950,77,0.08698,77
1950,78,0.09349,78
1950,79,0.10034,79
1950,80,0.10761,80
1950,81,0.11558,81
1950,82,0.12452,82
1950,83,0.13456,83
1950,84,0.14555,84
1950,85,0.15723,85
1950,86,0.16939,86
1950,87,0.18189,87
1950,88,0.19472,88
1950,89,0.20793,89
1950,90,0.22159,90
1950,91,0.23579,91
1950,92,0.25062,92
1950,93,0.26614,93
1950,94,0.28239,94
1950,95,0.29902,95
1950,96,0.31596,96
1950,97,0.33316,97
1950,98,0.35055,98
1950,99,0.36808,99
1950,100,0.38649,100
1950,101,0.40581,101
1950,102,0.42610,102
1950,103,0.44741,103
1950,104,0.46978,104
1950,105,0.49327,105
1950,106,0.51793,106
1950,107,0.54383,107
1950,108,0.57102,108
1950,109,0.59957,109
1950,110,0.62955,110
1950,111,0.66102,111
1950,112,0.69407,112
1950,113,0.72878,113
1950,114,0.76522,114
1950,115,0.80348,115
1950,116,0.84365,116
1950,117,0.88583,117
1950,118,0.93012,118
1950,119,0.97663,119
1960,0,0.02937,0
1960,1,0.00188,1
1960,2,0.00116,2
1960,3,0.00092,3
1960,4,0.00076,4
1960,5,0.00067,5
1960,6,0.00060,6
1960,7,0.00055,7
1960,8,0.00050,8
1960,9,0.00046,9
1960,10,0.00043,10
1960,11,0.00044,11
1960,12,0.00049,12
1960,13,0.00062,13
1960,14,0.00079,14
1960,15,0.00098,15
1960,16,0.00117,16
1960,17,0.00133,17
1960,18,0.00147,18
1960,19,0.00157,19
1960,20,0.00167,20
1960,21,0.00178,21
1960,22,0.00184,22
1960,23,0.00184,23
1960,24,0.00181,24
1960,25,0.00177,25
1960,26,0.00174,26
1960,27,0.00172,27
1960,28,0.00173,28
1960,29,0.00177,29
1960,30,0.00183,30
1960,31,0.00189,31
1960,32,0.00198,32
1960,33,0.00210,33
1960,34,0.00225,34
1960,35,0.00242,35
1960,36,0.00263,36
1960,37,0.00287,37
1960,38,0.00313,38
1960,39,0.00342,39
1960,40,0.00375,40
1960,41,0.00414,41
1960,42,0.00456,42
1960,43,0.00504,43
1960,44,0.00557,44
1960,45,0.00614,45
1960,46,0.00677,46
1960,47,0.00750,47
1960,48,0.00835,48
1960,49,0.00928,49
1960,50,0.01033,50
1960,51,0.01142,51
1960,52,0.01249,52
1960,53,0.01349,53
1960,54,0.01449,54
1960,55,0.01553,55
1960,56,0.01672,56
1960,57,0.01814,57
1960,58,0.01985,58
1960,59,0.02180,59
1960,60,0.02392,60
1960,61,0.02613,61
1960,62,0.02835,62
1960,63,0.03054,63
1960,64,0.03276,64
1960,65,0.03515,65
1960,66,0.03776,66
1960,67,0.04053,67
1960,68,0.04349,68
1960,69,0.04666,69
1960,70,0.05019,70
1960,71,0.05403,71
1960,72,0.05801,72
1960,73,0.06207,73
1960,74,0.06638,74
1960,75,0.07091,75
1960,76,0.07606,76
1960,77,0.08234,77
1960,78,0.09000,78
1960,79,0.09874,79
1960,80,0.10835,80
