year,league,round,seriesLink,winner,loser
2016,NBA,Eastern Conf First Round,/playoffs/2016-nba-eastern-conference-first-round-pistons-vs-cavaliers.html,CLE,DET
2016,NBA,Eastern Conf First Round,/playoffs/2016-nba-eastern-conference-first-round-pacers-vs-raptors.html,TOR,IND
2016,NBA,Eastern Conf First Round,/playoffs/2016-nba-eastern-conference-first-round-hornets-vs-heat.html,MIA,CHO
2016,NBA,Eastern Conf First Round,/playoffs/2016-nba-eastern-conference-first-round-celtics-vs-hawks.html,ATL,BOS
2016,NBA,Western Conf First Round,/playoffs/2016-nba-western-conference-first-round-rockets-vs-warriors.html,GSW,HOU
2016,NBA,Western Conf First Round,/playoffs/2016-nba-western-conference-first-round-grizzlies-vs-spurs.html,SAS,MEM
2016,NBA,Western Conf First Round,/playoffs/2016-nba-western-conference-first-round-mavericks-vs-thunder.html,OKC,DAL
2016,NBA,Western Conf First Round,/playoffs/2016-nba-western-conference-first-round-trail-blazers-vs-clippers.html,POR,LAC
2016,NBA,Eastern Conf Semifinals,/playoffs/2016-nba-eastern-conference-semifinals-hawks-vs-cavaliers.html,CLE,ATL
2016,NBA,Eastern Conf Semifinals,/playoffs/2016-nba-eastern-conference-semifinals-heat-vs-raptors.html,TOR,MIA
2016,NBA,Western Conf Semifinals,/playoffs/2016-nba-western-conference-semifinals-trail-blazers-vs-warriors.html,GSW,POR
2016,NBA,Western Conf Semifinals,/playoffs/2016-nba-western-conference-semifinals-thunder-vs-spurs.html,OKC,SAS
2015,NBA,Eastern Conf First Round,/playoffs/2015-nba-eastern-conference-first-round-nets-vs-hawks.html,ATL,BRK
2015,NBA,Eastern Conf First Round,/playoffs/2015-nba-eastern-conference-first-round-celtics-vs-cavaliers.html,CLE,BOS
2015,NBA,Eastern Conf First Round,/playoffs/2015-nba-eastern-conference-first-round-bucks-vs-bulls.html,CHI,MIL
2015,NBA,Eastern Conf First Round,/playoffs/2015-nba-eastern-conference-first-round-wizards-vs-raptors.html,WAS,TOR
2015,NBA,Western Conf First Round,/playoffs/2015-nba-western-conference-first-round-pelicans-vs-warriors.html,GSW,NOP
2015,NBA,Western Conf First Round,/playoffs/2015-nba-western-conference-first-round-mavericks-vs-rockets.html,HOU,DAL
2015,NBA,Western Conf First Round,/playoffs/2015-nba-western-conference-first-round-spurs-vs-clippers.html,LAC,SAS
2015,NBA,Western Conf First Round,/playoffs/2015-nba-western-conference-first-round-trail-blazers-vs-grizzlies.html,MEM,POR
2015,NBA,Eastern Conf Semifinals,/playoffs/2015-nba-eastern-conference-semifinals-bulls-vs-cavaliers.html,CLE,CHI
2015,NBA,Eastern Conf Semifinals,/playoffs/2015-nba-eastern-conference-semifinals-wizards-vs-hawks.html,ATL,WAS
2015,NBA,Western Conf Semifinals,/playoffs/2015-nba-western-conference-semifinals-clippers-vs-rockets.html,HOU,LAC
2015,NBA,Western Conf Semifinals,/playoffs/2015-nba-western-conference-semifinals-grizzlies-vs-warriors.html,GSW,MEM
2015,NBA,Eastern Conf Finals,/playoffs/2015-nba-eastern-conference-finals-cavaliers-vs-hawks.html,CLE,ATL
2015,NBA,Western Conf Finals,/playoffs/2015-nba-western-conference-finals-rockets-vs-warriors.html,GSW,HOU
2015,NBA,Finals,/playoffs/2015-nba-finals-cavaliers-vs-warriors.html,GSW,CLE
2014,NBA,Eastern Conf First Round,/playoffs/2014-nba-eastern-conference-first-round-hawks-vs-pacers.html,IND,ATL
2014,NBA,Eastern Conf First Round,/playoffs/2014-nba-eastern-conference-first-round-bobcats-vs-heat.html,MIA,CHA
2014,NBA,Eastern Conf First Round,/playoffs/2014-nba-eastern-conference-first-round-nets-vs-raptors.html,BRK,TOR
2014,NBA,Eastern Conf First Round,/playoffs/2014-nba-eastern-conference-first-round-wizards-vs-bulls.html,WAS,CHI
2014,NBA,Western Conf First Round,/playoffs/2014-nba-western-conference-first-round-mavericks-vs-spurs.html,SAS,DAL
2014,NBA,Western Conf First Round,/playoffs/2014-nba-western-conference-first-round-grizzlies-vs-thunder.html,OKC,MEM
2014,NBA,Western Conf First Round,/playoffs/2014-nba-western-conference-first-round-warriors-vs-clippers.html,LAC,GSW
2014,NBA,Western Conf First Round,/playoffs/2014-nba-western-conference-first-round-trail-blazers-vs-rockets.html,POR,HOU
2014,NBA,Eastern Conf Semifinals,/playoffs/2014-nba-eastern-conference-semifinals-wizards-vs-pacers.html,IND,WAS
2014,NBA,Eastern Conf Semifinals,/playoffs/2014-nba-eastern-conference-semifinals-nets-vs-heat.html,MIA,BRK
2014,NBA,Western Conf Semifinals,/playoffs/2014-nba-western-conference-semifinals-trail-blazers-vs-spurs.html,SAS,POR
2014,NBA,Western Conf Semifinals,/playoffs/2014-nba-western-conference-semifinals-clippers-vs-thunder.html,OKC,LAC
2014,NBA,Eastern Conf Finals,/playoffs/2014-nba-eastern-conference-finals-heat-vs-pacers.html,MIA,IND
2014,NBA,Western Conf Finals,/playoffs/2014-nba-western-conference-finals-thunder-vs-spurs.html,SAS,OKC
2014,NBA,Finals,/playoffs/2014-nba-finals-heat-vs-spurs.html,SAS,MIA
2013,NBA,Eastern Conf First Round,/playoffs/2013-nba-eastern-conference-first-round-bucks-vs-heat.html,MIA,MIL
2013,NBA,Eastern Conf First Round,/playoffs/2013-nba-eastern-conference-first-round-celtics-vs-knicks.html,NYK,BOS
2013,NBA,Eastern Conf First Round,/playoffs/2013-nba-eastern-conference-first-round-hawks-vs-pacers.html,IND,ATL
2013,NBA,Eastern Conf First Round,/playoffs/2013-nba-eastern-conference-first-round-bulls-vs-nets.html,CHI,BRK
2013,NBA,Western Conf First Round,/playoffs/2013-nba-western-conference-first-round-rockets-vs-thunder.html,OKC,HOU
2013,NBA,Western Conf First Round,/playoffs/2013-nba-western-conference-first-round-lakers-vs-spurs.html,SAS,LAL
2013,NBA,Western Conf First Round,/playoffs/2013-nba-western-conference-first-round-warriors-vs-nuggets.html,GSW,DEN
2013,NBA,Western Conf First Round,/playoffs/2013-nba-western-conference-first-round-grizzlies-vs-clippers.html,MEM,LAC
2013,NBA,Eastern Conf Semifinals,/playoffs/2013-nba-eastern-conference-semifinals-bulls-vs-heat.html,MIA,CHI
2013,NBA,Eastern Conf Semifinals,/playoffs/2013-nba-eastern-conference-semifinals-pacers-vs-knicks.html,IND,NYK
2013,NBA,Western Conf Semifinals,/playoffs/2013-nba-western-conference-semifinals-grizzlies-vs-thunder.html,MEM,OKC
2013,NBA,Western Conf Semifinals,/playoffs/2013-nba-western-conference-semifinals-warriors-vs-spurs.html,SAS,GSW
2013,NBA,Eastern Conf Finals,/playoffs/2013-nba-eastern-conference-finals-pacers-vs-heat.html,MIA,IND
2013,NBA,Western Conf Finals,/playoffs/2013-nba-western-conference-finals-grizzlies-vs-spurs.html,SAS,MEM
2013,NBA,Finals,/playoffs/2013-nba-finals-spurs-vs-heat.html,MIA,SAS
2012,NBA,Eastern Conf First Round,/playoffs/2012-nba-eastern-conference-first-round-76ers-vs-bulls.html,PHI,CHI
2012,NBA,Eastern Conf First Round,/playoffs/2012-nba-eastern-conference-first-round-knicks-vs-heat.html,MIA,NYK
2012,NBA,Eastern Conf First Round,/playoffs/2012-nba-eastern-conference-first-round-magic-vs-pacers.html,IND,ORL
2012,NBA,Eastern Conf First Round,/playoffs/2012-nba-eastern-conference-first-round-celtics-vs-hawks.html,BOS,ATL
2012,NBA,Western Conf First Round,/playoffs/2012-nba-western-conference-first-round-jazz-vs-spurs.html,SAS,UTA
2012,NBA,Western Conf First Round,/playoffs/2012-nba-western-conference-first-round-mavericks-vs-thunder.html,OKC,DAL
2012,NBA,Western Conf First Round,/playoffs/2012-nba-western-conference-first-round-nuggets-vs-lakers.html,LAL,DEN
2012,NBA,Western Conf First Round,/playoffs/2012-nba-western-conference-first-round-clippers-vs-grizzlies.html,LAC,MEM
2012,NBA,Eastern Conf Semifinals,/playoffs/2012-nba-eastern-conference-semifinals-pacers-vs-heat.html,MIA,IND
2012,NBA,Eastern Conf Semifinals,/playoffs/2012-nba-eastern-conference-semifinals-76ers-vs-celtics.html,BOS,PHI
2012,NBA,Western Conf Semifinals,/playoffs/2012-nba-western-conference-semifinals-clippers-vs-spurs.html,SAS,LAC
2012,NBA,Western Conf Semifinals,/playoffs/2012-nba-western-conference-semifinals-lakers-vs-thunder.html,OKC,LAL
2012,NBA,Western Conf Finals,/playoffs/2012-nba-western-conference-finals-thunder-vs-spurs.html,OKC,SAS
2012,NBA,Eastern Conf Finals,/playoffs/2012-nba-eastern-conference-finals-celtics-vs-heat.html,MIA,BOS
2012,NBA,Finals,/playoffs/2012-nba-finals-heat-vs-thunder.html,MIA,OKC
2011,NBA,Eastern Conf First Round,/playoffs/2011-nba-eastern-conference-first-round-pacers-vs-bulls.html,CHI,IND
2011,NBA,Eastern Conf First Round,/playoffs/2011-nba-eastern-conference-first-round-76ers-vs-heat.html,MIA,PHI
2011,NBA,Eastern Conf First Round,/playoffs/2011-nba-eastern-conference-first-round-knicks-vs-celtics.html,BOS,NYK
2011,NBA,Eastern Conf First Round,/playoffs/2011-nba-eastern-conference-first-round-hawks-vs-magic.html,ATL,ORL
2011,NBA,Western Conf First Round,/playoffs/2011-nba-western-conference-first-round-grizzlies-vs-spurs.html,MEM,SAS
2011,NBA,Western Conf First Round,/playoffs/2011-nba-western-conference-first-round-hornets-vs-lakers.html,LAL,NOH
2011,NBA,Western Conf First Round,/playoffs/2011-nba-western-conference-first-round-trail-blazers-vs-mavericks.html,DAL,POR
2011,NBA,Western Conf First Round,/playoffs/2011-nba-western-conference-first-round-nuggets-vs-thunder.html,OKC,DEN
2011,NBA,Eastern Conf Semifinals,/playoffs/2011-nba-eastern-conference-semifinals-hawks-vs-bulls.html,CHI,ATL
2011,NBA,Eastern Conf Semifinals,/playoffs/2011-nba-eastern-conference-semifinals-celtics-vs-heat.html,MIA,BOS
2011,NBA,Western Conf Semifinals,/playoffs/2011-nba-western-conference-semifinals-mavericks-vs-lakers.html,DAL,LAL
2011,NBA,Western Conf Semifinals,/playoffs/2011-nba-western-conference-semifinals-grizzlies-vs-thunder.html,OKC,MEM
2011,NBA,Eastern Conf Finals,/playoffs/2011-nba-eastern-conference-finals-heat-vs-bulls.html,MIA,CHI
2011,NBA,Western Conf Finals,/playoffs/2011-nba-western-conference-finals-thunder-vs-mavericks.html,DAL,OKC
2011,NBA,Finals,/playoffs/2011-nba-finals-mavericks-vs-heat.html,DAL,MIA
2010,NBA,Eastern Conf First Round,/playoffs/2010-nba-eastern-conference-first-round-bulls-vs-cavaliers.html,CLE,CHI
2010,NBA,Eastern Conf First Round,/playoffs/2010-nba-eastern-conference-first-round-bobcats-vs-magic.html,ORL,CHA
2010,NBA,Eastern Conf First Round,/playoffs/2010-nba-eastern-conference-first-round-bucks-vs-hawks.html,ATL,MIL
2010,NBA,Eastern Conf First Round,/playoffs/2010-nba-eastern-conference-first-round-heat-vs-celtics.html,BOS,MIA
2010,NBA,Western Conf First Round,/playoffs/2010-nba-western-conference-first-round-thunder-vs-lakers.html,LAL,OKC
2010,NBA,Western Conf First Round,/playoffs/2010-nba-western-conference-first-round-spurs-vs-mavericks.html,SAS,DAL
2010,NBA,Western Conf First Round,/playoffs/2010-nba-western-conference-first-round-trail-blazers-vs-suns.html,PHO,POR
2010,NBA,Western Conf First Round,/playoffs/2010-nba-western-conference-first-round-jazz-vs-nuggets.html,UTA,DEN
2010,NBA,Eastern Conf Semifinals,/playoffs/2010-nba-eastern-conference-semifinals-celtics-vs-cavaliers.html,BOS,CLE
2010,NBA,Eastern Conf Semifinals,/playoffs/2010-nba-eastern-conference-semifinals-hawks-vs-magic.html,ORL,ATL
2010,NBA,Western Conf Semifinals,/playoffs/2010-nba-western-conference-semifinals-jazz-vs-lakers.html,LAL,UTA
2010,NBA,Western Conf Semifinals,/playoffs/2010-nba-western-conference-semifinals-spurs-vs-suns.html,PHO,SAS
2010,NBA,Western Conf Finals,/playoffs/2010-nba-western-conference-finals-suns-vs-lakers.html,LAL,PHO
2010,NBA,Eastern Conf Finals,/playoffs/2010-nba-eastern-conference-finals-celtics-vs-magic.html,BOS,ORL
2010,NBA,Finals,/playoffs/2010-nba-finals-celtics-vs-lakers.html,LAL,BOS
2009,NBA,Eastern Conf First Round,/playoffs/2009-nba-eastern-conference-first-round-pistons-vs-cavaliers.html,CLE,DET
2009,NBA,Eastern Conf First Round,/playoffs/2009-nba-eastern-conference-first-round-bulls-vs-celtics.html,BOS,CHI
2009,NBA,Eastern Conf First Round,/playoffs/2009-nba-eastern-conference-first-round-76ers-vs-magic.html,ORL,PHI
2009,NBA,Eastern Conf First Round,/playoffs/2009-nba-eastern-conference-first-round-heat-vs-hawks.html,ATL,MIA
2009,NBA,Western Conf First Round,/playoffs/2009-nba-western-conference-first-round-jazz-vs-lakers.html,LAL,UTA
2009,NBA,Western Conf First Round,/playoffs/2009-nba-western-conference-first-round-hornets-vs-nuggets.html,DEN,NOH
2009,NBA,Western Conf First Round,/playoffs/2009-nba-western-conference-first-round-mavericks-vs-spurs.html,DAL,SAS
2009,NBA,Western Conf First Round,/playoffs/2009-nba-western-conference-first-round-rockets-vs-trail-blazers.html,HOU,POR
2009,NBA,Western Conf Semifinals,/playoffs/2009-nba-western-conference-semifinals-rockets-vs-lakers.html,LAL,HOU
2009,NBA,Western Conf Semifinals,/playoffs/2009-nba-western-conference-semifinals-mavericks-vs-nuggets.html,DEN,DAL
2009,NBA,Eastern Conf Semifinals,/playoffs/2009-nba-eastern-conference-semifinals-hawks-vs-cavaliers.html,CLE,ATL
2009,NBA,Eastern Conf Semifinals,/playoffs/2009-nba-eastern-conference-semifinals-magic-vs-celtics.html,ORL,BOS
2009,NBA,Eastern Conf Finals,/playoffs/2009-nba-eastern-conference-finals-magic-vs-cavaliers.html,ORL,CLE
2009,NBA,Western Conf Finals,/playoffs/2009-nba-western-conference-finals-nuggets-vs-lakers.html,LAL,DEN
2009,NBA,Finals,/playoffs/2009-nba-finals-magic-vs-lakers.html,LAL,ORL
2008,NBA,Eastern Conf First Round,/playoffs/2008-nba-eastern-conference-first-round-hawks-vs-celtics.html,BOS,ATL
2008,NBA,Eastern Conf First Round,/playoffs/2008-nba-eastern-conference-first-round-76ers-vs-pistons.html,DET,PHI
2008,NBA,Eastern Conf First Round,/playoffs/2008-nba-eastern-conference-first-round-raptors-vs-magic.html,ORL,TOR
2008,NBA,Eastern Conf First Round,/playoffs/2008-nba-eastern-conference-first-round-wizards-vs-cavaliers.html,CLE,WAS
2008,NBA,Western Conf First Round,/playoffs/2008-nba-western-conference-first-round-nuggets-vs-lakers.html,LAL,DEN
2008,NBA,Western Conf First Round,/playoffs/2008-nba-western-conference-first-round-mavericks-vs-hornets.html,NOH,DAL
2008,NBA,Western Conf First Round,/playoffs/2008-nba-western-conference-first-round-suns-vs-spurs.html,SAS,PHO
2008,NBA,Western Conf First Round,/playoffs/2008-nba-western-conference-first-round-jazz-vs-rockets.html,UTA,HOU
2008,NBA,Eastern Conf Semifinals,/playoffs/2008-nba-eastern-conference-semifinals-cavaliers-vs-celtics.html,BOS,CLE
2008,NBA,Eastern Conf Semifinals,/playoffs/2008-nba-eastern-conference-semifinals-magic-vs-pistons.html,DET,ORL
2008,NBA,Western Conf Semifinals,/playoffs/2008-nba-western-conference-semifinals-jazz-vs-lakers.html,LAL,UTA
2008,NBA,Western Conf Semifinals,/playoffs/2008-nba-western-conference-semifinals-spurs-vs-hornets.html,SAS,NOH
2008,NBA,Eastern Conf Finals,/playoffs/2008-nba-eastern-conference-finals-pistons-vs-celtics.html,BOS,DET
2008,NBA,Western Conf Finals,/playoffs/2008-nba-western-conference-finals-spurs-vs-lakers.html,LAL,SAS
2008,NBA,Finals,/playoffs/2008-nba-finals-lakers-vs-celtics.html,BOS,LAL
2007,NBA,Eastern Conf First Round,/playoffs/2007-nba-eastern-conference-first-round-heat-vs-bulls.html,CHI,MIA
2007,NBA,Eastern Conf First Round,/playoffs/2007-nba-eastern-conference-first-round-wizards-vs-cavaliers.html,CLE,WAS
2007,NBA,Eastern Conf First Round,/playoffs/2007-nba-eastern-conference-first-round-magic-vs-pistons.html,DET,ORL
2007,NBA,Eastern Conf First Round,/playoffs/2007-nba-eastern-conference-first-round-nets-vs-raptors.html,NJN,TOR
2007,NBA,Western Conf First Round,/playoffs/2007-nba-western-conference-first-round-warriors-vs-mavericks.html,GSW,DAL
2007,NBA,Western Conf First Round,/playoffs/2007-nba-western-conference-first-round-lakers-vs-suns.html,PHO,LAL
2007,NBA,Western Conf First Round,/playoffs/2007-nba-western-conference-first-round-nuggets-vs-spurs.html,SAS,DEN
2007,NBA,Western Conf First Round,/playoffs/2007-nba-western-conference-first-round-jazz-vs-rockets.html,UTA,HOU
2007,NBA,Eastern Conf Semifinals,/playoffs/2007-nba-eastern-conference-semifinals-nets-vs-cavaliers.html,CLE,NJN
2007,NBA,Eastern Conf Semifinals,/playoffs/2007-nba-eastern-conference-semifinals-bulls-vs-pistons.html,DET,CHI
2007,NBA,Western Conf Semifinals,/playoffs/2007-nba-western-conference-semifinals-spurs-vs-suns.html,SAS,PHO
2007,NBA,Western Conf Semifinals,/playoffs/2007-nba-western-conference-semifinals-warriors-vs-jazz.html,UTA,GSW
2007,NBA,Eastern Conf Finals,/playoffs/2007-nba-eastern-conference-finals-cavaliers-vs-pistons.html,CLE,DET
2007,NBA,Western Conf Finals,/playoffs/2007-nba-western-conference-finals-jazz-vs-spurs.html,SAS,UTA
2007,NBA,Finals,/playoffs/2007-nba-finals-cavaliers-vs-spurs.html,SAS,CLE
2006,NBA,Eastern Conf First Round,/playoffs/2006-nba-eastern-conference-first-round-wizards-vs-cavaliers.html,CLE,WAS
2006,NBA,Eastern Conf First Round,/playoffs/2006-nba-eastern-conference-first-round-bucks-vs-pistons.html,DET,MIL
2006,NBA,Eastern Conf First Round,/playoffs/2006-nba-eastern-conference-first-round-bulls-vs-heat.html,MIA,CHI
2006,NBA,Eastern Conf First Round,/playoffs/2006-nba-eastern-conference-first-round-pacers-vs-nets.html,NJN,IND
2006,NBA,Western Conf First Round,/playoffs/2006-nba-western-conference-first-round-grizzlies-vs-mavericks.html,DAL,MEM
2006,NBA,Western Conf First Round,/playoffs/2006-nba-western-conference-first-round-nuggets-vs-clippers.html,LAC,DEN
2006,NBA,Western Conf First Round,/playoffs/2006-nba-western-conference-first-round-lakers-vs-suns.html,PHO,LAL
2006,NBA,Western Conf First Round,/playoffs/2006-nba-western-conference-first-round-kings-vs-spurs.html,SAS,SAC
2006,NBA,Eastern Conf Semifinals,/playoffs/2006-nba-eastern-conference-semifinals-cavaliers-vs-pistons.html,DET,CLE
2006,NBA,Eastern Conf Semifinals,/playoffs/2006-nba-eastern-conference-semifinals-nets-vs-heat.html,MIA,NJN
2006,NBA,Western Conf Semifinals,/playoffs/2006-nba-western-conference-semifinals-mavericks-vs-spurs.html,DAL,SAS
2006,NBA,Western Conf Semifinals,/playoffs/2006-nba-western-conference-semifinals-clippers-vs-suns.html,PHO,LAC
2006,NBA,Eastern Conf Finals,/playoffs/2006-nba-eastern-conference-finals-heat-vs-pistons.html,MIA,DET
2006,NBA,Western Conf Finals,/playoffs/2006-nba-western-conference-finals-suns-vs-mavericks.html,DAL,PHO
2006,NBA,Finals,/playoffs/2006-nba-finals-heat-vs-mavericks.html,MIA,DAL
2005,NBA,Eastern Conf First Round,/playoffs/2005-nba-eastern-conference-first-round-76ers-vs-pistons.html,DET,PHI
2005,NBA,Eastern Conf First Round,/playoffs/2005-nba-eastern-conference-first-round-pacers-vs-celtics.html,IND,BOS
2005,NBA,Eastern Conf First Round,/playoffs/2005-nba-eastern-conference-first-round-nets-vs-heat.html,MIA,NJN
2005,NBA,Eastern Conf First Round,/playoffs/2005-nba-eastern-conference-first-round-wizards-vs-bulls.html,WAS,CHI
2005,NBA,Western Conf First Round,/playoffs/2005-nba-western-conference-first-round-rockets-vs-mavericks.html,DAL,HOU
2005,NBA,Western Conf First Round,/playoffs/2005-nba-western-conference-first-round-grizzlies-vs-suns.html,PHO,MEM
2005,NBA,Western Conf First Round,/playoffs/2005-nba-western-conference-first-round-nuggets-vs-spurs.html,SAS,DEN
2005,NBA,Western Conf First Round,/playoffs/2005-nba-western-conference-first-round-kings-vs-supersonics.html,SEA,SAC
2005,NBA,Eastern Conf Semifinals,/playoffs/2005-nba-eastern-conference-semifinals-pacers-vs-pistons.html,DET,IND
2005,NBA,Eastern Conf Semifinals,/playoffs/2005-nba-eastern-conference-semifinals-wizards-vs-heat.html,MIA,WAS
2005,NBA,Western Conf Semifinals,/playoffs/2005-nba-western-conference-semifinals-mavericks-vs-suns.html,PHO,DAL
2005,NBA,Western Conf Semifinals,/playoffs/2005-nba-western-conference-semifinals-supersonics-vs-spurs.html,SAS,SEA
2005,NBA,Eastern Conf Finals,/playoffs/2005-nba-eastern-conference-finals-pistons-vs-heat.html,DET,MIA
2005,NBA,Western Conf Finals,/playoffs/2005-nba-western-conference-finals-spurs-vs-suns.html,SAS,PHO
2005,NBA,Finals,/playoffs/2005-nba-finals-pistons-vs-spurs.html,SAS,DET
2004,NBA,Eastern Conf First Round,/playoffs/2004-nba-eastern-conference-first-round-bucks-vs-pistons.html,DET,MIL
2004,NBA,Eastern Conf First Round,/playoffs/2004-nba-eastern-conference-first-round-celtics-vs-pacers.html,IND,BOS
2004,NBA,Eastern Conf First Round,/playoffs/2004-nba-eastern-conference-first-round-hornets-vs-heat.html,MIA,NOH
2004,NBA,Eastern Conf First Round,/playoffs/2004-nba-eastern-conference-first-round-knicks-vs-nets.html,NJN,NYK
2004,NBA,Western Conf First Round,/playoffs/2004-nba-western-conference-first-round-rockets-vs-lakers.html,LAL,HOU
2004,NBA,Western Conf First Round,/playoffs/2004-nba-western-conference-first-round-nuggets-vs-timberwolves.html,MIN,DEN
2004,NBA,Western Conf First Round,/playoffs/2004-nba-western-conference-first-round-mavericks-vs-kings.html,SAC,DAL
2004,NBA,Western Conf First Round,/playoffs/2004-nba-western-conference-first-round-grizzlies-vs-spurs.html,SAS,MEM
2004,NBA,Eastern Conf Semifinals,/playoffs/2004-nba-eastern-conference-semifinals-nets-vs-pistons.html,DET,NJN
2004,NBA,Eastern Conf Semifinals,/playoffs/2004-nba-eastern-conference-semifinals-heat-vs-pacers.html,IND,MIA
2004,NBA,Western Conf Semifinals,/playoffs/2004-nba-western-conference-semifinals-lakers-vs-spurs.html,LAL,SAS
2004,NBA,Western Conf Semifinals,/playoffs/2004-nba-western-conference-semifinals-kings-vs-timberwolves.html,MIN,SAC
2004,NBA,Eastern Conf Finals,/playoffs/2004-nba-eastern-conference-finals-pistons-vs-pacers.html,DET,IND
2004,NBA,Western Conf Finals,/playoffs/2004-nba-western-conference-finals-lakers-vs-timberwolves.html,LAL,MIN
2004,NBA,Finals,/playoffs/2004-nba-finals-pistons-vs-lakers.html,DET,LAL
2003,NBA,Eastern Conf First Round,/playoffs/2003-nba-eastern-conference-first-round-celtics-vs-pacers.html,BOS,IND
2003,NBA,Eastern Conf First Round,/playoffs/2003-nba-eastern-conference-first-round-magic-vs-pistons.html,DET,ORL
2003,NBA,Eastern Conf First Round,/playoffs/2003-nba-eastern-conference-first-round-bucks-vs-nets.html,NJN,MIL
2003,NBA,Eastern Conf First Round,/playoffs/2003-nba-eastern-conference-first-round-hornets-vs-76ers.html,PHI,NOH
2003,NBA,Western Conf First Round,/playoffs/2003-nba-western-conference-first-round-trail-blazers-vs-mavericks.html,DAL,POR
2003,NBA,Western Conf First Round,/playoffs/2003-nba-western-conference-first-round-lakers-vs-timberwolves.html,LAL,MIN
2003,NBA,Western Conf First Round,/playoffs/2003-nba-western-conference-first-round-jazz-vs-kings.html,SAC,UTA
2003,NBA,Western Conf First Round,/playoffs/2003-nba-western-conference-first-round-suns-vs-spurs.html,SAS,PHO
